"Title","Artist","ChordProg"
"Route 216","Game Freak","IV.iv.I"
"Coumarine City","Game Freak","IV.iv.I"
"Meet The New Google Maps Commercial","Google","IV.iv.I"
"Wake Me Up When September Ends","Green Day","IV.iv.I"
"Creep","Homeless Mustard","IV.iv.I"
"s s s s","hyi","IV.iv.I"
"Code Monkey","Jonathan Coulton","IV.iv.I"
"I Feel Fantastic","Jonathan Coulton","IV.iv.I"
"Re Your Brains","Jonathan Coulton","IV.iv.I"
"Duett","Kent","IV.iv.I"
"Pay No Mind ft Passion Pit","Madeon","IV.iv.I"
"Strike Witches - Sweet Duet","Mai Kadowaki - Erika Nakai","IV.iv.I"
"It Snowed","Meaghan Smith","IV.iv.I"
"Soldier's Poem","Muse","IV.iv.I"
"Falling Away With You","Muse","IV.iv.I"
"Citizen Erased","Muse","IV.iv.I"
"Leave It Alone","nofx","IV.iv.I"
"Don't Look Back In Anger","Oasis","IV.iv.I"
"New Perspective","Panic At The Disco","IV.iv.I"
"Tonight You Belong to Me","Patience and Prudence","IV.iv.I"
"Waste","Phish","IV.iv.I"
"1 2 3 4","Plain White T's","IV.iv.I"
"Steven Universe Opening","Rebecca Sugar","IV.iv.I"
"The Alcoholic","Royksopp","IV.iv.I"
"Can't Stop Singing","Teen Beach Movie","IV.iv.I"
"Surfer Girl","The Beach Boys","IV.iv.I"
"Kokomo","The Beach Boys","IV.iv.I"
"Hold Me Tight","The Beatles","IV.iv.I"
"In My Life","The Beatles","IV.iv.I"
"Hello Again","The Gregory Brothers","IV.iv.I"
"Hakol Over","The Idan Raichel Project","IV.iv.I"
"That Thing You Do","The Wonders","IV.iv.I"
"Taste the Fame","They Might Be Giants","IV.iv.I"
"Not Perfect","Tim Minchin","IV.iv.I"
"House of Gold","Twenty One Pilots","IV.iv.I"
"The Freaking FCC","Walter Murphy","IV.iv.I"
"Mamma Mia","ABBA","I.bVII.IV.I"
"So Long","ABBA","I.bVII.IV.I"
"Highway to Hell","AC DC","I.bVII.IV.I"
"Poison","Alice Cooper","I.bVII.IV.I"
"Stick Figures","Animusic","I.bVII.IV.I"
"Acoustic Curves","Animusic","I.bVII.IV.I"
"Sukirman","ArmanArX","I.bVII.IV.I"
"Reckless","Australian Crawl","I.bVII.IV.I"
"Let Me Go","Avril Lavigne","I.bVII.IV.I"
"Night Fever","Bee Gees","I.bVII.IV.I"
"Vienna","Billy Joel","I.bVII.IV.I"
"Twin Of Myself","Black Moth Super Rainbow","I.bVII.IV.I"
"Peace of Mind","Boston","I.bVII.IV.I"
"Jimmy Neutron Theme","Bowling For Soup","I.bVII.IV.I"
"Escape From The City","Crush 40","I.bVII.IV.I"
"Only In My Dreams","Debbie Gibson","I.bVII.IV.I"
"Once Upon A Dream Maleficent","Disney Lana Del Rey","I.bVII.IV.I"
"Rio","Duran Duran","I.bVII.IV.I"
"Don't Let The Sun Go Down On Me","Elton John","I.bVII.IV.I"
"Sleep","Eric Whitacre","I.bVII.IV.I"
"Praise You","Fatboy Slim","I.bVII.IV.I"
"Macross 7 - Try Again","Fire Bomber","I.bVII.IV.I"
"Blue Ocean","Flying Colors","I.bVII.IV.I"
"Live-In Skin","Foo Fighters","I.bVII.IV.I"
"Vs Frontier Brain - Sinnoh","Game Freak","I.bVII.IV.I"
"Smoke Rings in the Dark","Gary Allan","I.bVII.IV.I"
"Scenes From A Night's Dream","Genesis","I.bVII.IV.I"
"Lion Heart","Girls' Generation","I.bVII.IV.I"
"Tough Luck","Glaze","I.bVII.IV.I"
"No Milk Today","Herman's Hermits","I.bVII.IV.I"
"Lips of an Angel","Hinder","I.bVII.IV.I"
"Back In Time","Huey Lewis and the News","I.bVII.IV.I"
"Love Interruption","Jack White","I.bVII.IV.I"
"One Rainy Wish","Jimi Hendrix","I.bVII.IV.I"
"Bold As Love","Jimi Hendrix","I.bVII.IV.I"
"I Can See Clearly Now","Johnny Nash","I.bVII.IV.I"
"I Feel Fantastic","Jonathan Coulton","I.bVII.IV.I"
"Smoke From A Secret Source","Kaipa","I.bVII.IV.I"
"Jesus Fever","Kurt Vile","I.bVII.IV.I"
"Brown Eyes","Lady Gaga","I.bVII.IV.I"
"Poker Face Acoustic","Lady Gaga","I.bVII.IV.I"
"Tuesday's Gone","Lynyrd Skynyrd","I.bVII.IV.I"
"Reunion","M83","I.bVII.IV.I"
"Gospel","MarchFourth Marching Band","I.bVII.IV.I"
"Marbles III","Marillion","I.bVII.IV.I"
"Here It Goes Again","OK Go","I.bVII.IV.I"
"Waste","Phish","I.bVII.IV.I"
"Comfortably Numb","Pink Floyd","I.bVII.IV.I"
"I Was Only 19 - A Walk In The Light Green","Redgum","I.bVII.IV.I"
"Kakkoii","Romain Gauthier","I.bVII.IV.I"
"You Got It","Roy Orbison","I.bVII.IV.I"
"Red Barchetta","Rush","I.bVII.IV.I"
"Fly By Night","Rush","I.bVII.IV.I"
"Muv-Luv - Muv-Luv Extra OST","Sage Koizumi","I.bVII.IV.I"
"Living Ipod","Savant","I.bVII.IV.I"
"Zoolander the Musical","Schmoyoho","I.bVII.IV.I"
"Shot Heard 'Round the World","Schoolhouse Rock","I.bVII.IV.I"
"Hiiragi Town School Days - Muv-Luv Extra OST","Shinobu Kajihisa","I.bVII.IV.I"
"Bridge over Troubled Water","Simon and Garfunkel","I.bVII.IV.I"
"Cherub Rock","Smashing Pumpkins","I.bVII.IV.I"
"Firefly Theme - Ballad Of Serenity","Sonny Rhodes","I.bVII.IV.I"
"TATA DoCoMo Signature Tune","Tata DOCOMO","I.bVII.IV.I"
"Hugo's Melancholic Slalom","The Ashes","I.bVII.IV.I"
"Here Comes the Sun","The Beatles","I.bVII.IV.I"
"A Day In The Life","The Beatles","I.bVII.IV.I"
"With A Little Help From My Friends","The Beatles","I.bVII.IV.I"
"You Never Give Me Your Money","The Beatles","I.bVII.IV.I"
"You've Got To Hide Your Love Away","The Beatles","I.bVII.IV.I"
"Lovely Rita","The Beatles","I.bVII.IV.I"
"16 Military Wives","The Decemberists","I.bVII.IV.I"
"Once Upon a Time in your Wildest Dreams","The Moody Blues","I.bVII.IV.I"
"Exile Vilify","The National","I.bVII.IV.I"
"The Bones Of An Idol","The New Pornographers","I.bVII.IV.I"
"The Time Warp","The Rocky Horror Show","I.bVII.IV.I"
"Jumpin' Jack Flash","The Rolling Stones","I.bVII.IV.I"
"Girl Inform Me","The Shins","I.bVII.IV.I"
"I Can't Explain","The Who","I.bVII.IV.I"
"Won't Get Fooled Again","The Who","I.bVII.IV.I"
"Crimson and Clover","Tommy James and The Shondells","I.bVII.IV.I"
"His Cheeseburger","Veggie Tales","I.bVII.IV.I"
"VXsafetydance","Virgin America","I.bVII.IV.I"
"Since You've Been Gone","Weird Al Yankovic","I.bVII.IV.I"
"ELT","Wilco","I.bVII.IV.I"
"Blogoslawieni Milosierni","WYD Krakow 2016","I.bVII.IV.I"
"Welkenraedt","Yevgueni","I.bVII.IV.I"
"Electric Relaxation","A Tribe Called Quest","I.bVI.V"
"Venus","Air","I.bVI.V"
"Head Over Feet","Alanis Morissette","I.bVI.V"
"Brighter Than Sunshine","Aqualung","I.bVI.V"
"Sk8er Boi","Avril Lavigne","I.bVI.V"
"Something","Beatles","I.bVI.V"
"Everyday","Buddy Holly","I.bVI.V"
"Main Theme","Cave Story","I.bVI.V"
"God Put A Smile Upon Your Face","Coldplay","I.bVI.V"
"It's Choade My Dear","Connan Mockasin","I.bVI.V"
"Smoke on the Water","Deep Purple","I.bVI.V"
"A Boy and a Girl","Eric Whitacre","I.bVI.V"
"When She's Near","Fiction Family","I.bVI.V"
"Welgemeende","Flip Kowlier","I.bVI.V"
"Vs Trainer - Hoenn","Game Freak","I.bVI.V"
"Route 216","Game Freak","I.bVI.V"
"Treasure Trove Cove","Grant Kirkhope","I.bVI.V"
"One Life Stand","Hot Chip","I.bVI.V"
"Mario is Missing NES - Title","John Korsrud","I.bVI.V"
"Bubblegum KK","Kazumi Totaka","I.bVI.V"
"Gradius II - Burning Heat","Konami","I.bVI.V"
"Gradius II - Take Care","Konami","I.bVI.V"
"Do You Want To Build A Snowman","Kristen Bell","I.bVI.V"
"Again Again","Lady Gaga","I.bVI.V"
"Piano Sonata No 8 ''Pathetique'' - 3rd Movement","Ludwig Van Beethoven","I.bVI.V"
"That Green Gentleman","Panic At The Disco","I.bVI.V"
"A Saucerful of Secrets","Pink Floyd","I.bVI.V"
"River Shiver","Pomplamoose","I.bVI.V"
"Just","Radiohead","I.bVI.V"
"Fancy","Reba McEntire","I.bVI.V"
"Stand","REM","I.bVI.V"
"Disturbia","Rihanna","I.bVI.V"
"Please Send Me Someone To Love","Sade","I.bVI.V"
"She","Saves The Day","I.bVI.V"
"Monkey","Saves The Day","I.bVI.V"
"Seaside Hill Zone","Sega","I.bVI.V"
"Sonic Battle - Emerald Town","SEGA","I.bVI.V"
"Black Hole Sun","Soundgarden","I.bVI.V"
"I Got You","Split Enz","I.bVI.V"
"Everything Is Awesome","Tegan and Sara","I.bVI.V"
"I Am the Walrus","The Beatles","I.bVI.V"
"Honey Pie","The Beatles","I.bVI.V"
"Oh Darling","The Beatles","I.bVI.V"
"Mean Mr Mustard","The Beatles","I.bVI.V"
"Blackbird","The Beatles","I.bVI.V"
"Birdhouse In Your Soul","They Might Be Giants","I.bVI.V"
"Megalovania","Toby Fox","I.bVI.V"
"The HIV Song","Ween","I.bVI.V"
"I Want You To","Weezer","I.bVI.V"
"Stardust Witch Meruru - Meteo Impact","Yukari Tamura","I.bVI.V"
"SOS","ABBA","I.V.IV.bVII.I"
"You Oughta Know","Alanis Morissette","I.V.IV.bVII.I"
"Reckless","Australian Crawl","I.V.IV.bVII.I"
"Summer of 69","Bryan Adams","I.V.IV.bVII.I"
"On the Road Again","Canned Heat","I.V.IV.bVII.I"
"It's Choade My Dear","Connan Mockasin","I.V.IV.bVII.I"
"Escape From The City","Crush 40","I.V.IV.bVII.I"
"You Gotta Be","Des'ree","I.V.IV.bVII.I"
"Satellite","Elliott Smith","I.V.IV.bVII.I"
"A Boy and a Girl","Eric Whitacre","I.V.IV.bVII.I"
"Nara","Es Posthumus","I.V.IV.bVII.I"
"Live-In Skin","Foo Fighters","I.V.IV.bVII.I"
"Aspertia City","Game Freak","I.V.IV.bVII.I"
"Vs Brendan and May","Game Freak","I.V.IV.bVII.I"
"Vs Frontier Brain - Sinnoh","Game Freak","I.V.IV.bVII.I"
"Route 209","Game Freak","I.V.IV.bVII.I"
"Start of Something New","High School Musical","I.V.IV.bVII.I"
"Give This Song A Title","Jacksfilms","I.V.IV.bVII.I"
"Moon Theme - Remastered Version","Jake Kaufman","I.V.IV.bVII.I"
"Freedom","Jay Hardway - Mike Hawkins","I.V.IV.bVII.I"
"Bold as love","Jimi Hendrix","I.V.IV.bVII.I"
"Angel","Jimi Hendrix","I.V.IV.bVII.I"
"Super Mario 64 - Dire Dire Docks","Koji Kondo","I.V.IV.bVII.I"
"Super Mario Bros Overworld Theme","Koji Kondo","I.V.IV.bVII.I"
"Operation C - Area 2","Konami","I.V.IV.bVII.I"
"For the First Time in Forever","Kristen Bell and Idina Menzel","I.V.IV.bVII.I"
"Come into my world","Kylie Minogue","I.V.IV.bVII.I"
"The Fear","Lily Allen","I.V.IV.bVII.I"
"I'm A Raver","Lipstick","I.V.IV.bVII.I"
"I'm A Raver","Liptick","I.V.IV.bVII.I"
"I'm A Raver","Liptsick","I.V.IV.bVII.I"
"Hey Now","London Grammar","I.V.IV.bVII.I"
"Frozen","Madonna","I.V.IV.bVII.I"
"Mega Man 5 - Dark Man Stage","Mari Yamaguchi","I.V.IV.bVII.I"
"Sense of Touch","Mark Isham","I.V.IV.bVII.I"
"Mega Man Unlimited - Prismatic Descent","MegaPhilX","I.V.IV.bVII.I"
"The Safety Dance","Men Without Hats","I.V.IV.bVII.I"
"Dreaming in Stereo - Under The Moon","Michael Walthius","I.V.IV.bVII.I"
"Mitch Benn's Imagine","Mitch Benn","I.V.IV.bVII.I"
"Gradius Galaxies - Stage 2","Mobile21","I.V.IV.bVII.I"
"Prague","Muse","I.V.IV.bVII.I"
"Hero","Nickelback","I.V.IV.bVII.I"
"Super Mario Galaxy - Gusty Garden Galaxy","Nintendo","I.V.IV.bVII.I"
"Mario Kart Double Dash - Rainbow Road","Nintendo","I.V.IV.bVII.I"
"Super Mario Galaxy - Buoy Base Galaxy","Nintendo","I.V.IV.bVII.I"
"Lithium","Nirvana","I.V.IV.bVII.I"
"Drive Hard","PrototypeRaptor","I.V.IV.bVII.I"
"Fancy","Reba McEntire","I.V.IV.bVII.I"
"I Was Only 19 - A Walk In The Light Green","Redgum","I.V.IV.bVII.I"
"Drop Dead Gorgeous","Republica","I.V.IV.bVII.I"
"Fly By Night","Rush","I.V.IV.bVII.I"
"Shot Heard 'Round the World","Schoolhouse Rock","I.V.IV.bVII.I"
"Stage Clear","Sega","I.V.IV.bVII.I"
"Letter From You My Sweet","Shogo Sakai","I.V.IV.bVII.I"
"Theme Of Prontera","SoundTeMP","I.V.IV.bVII.I"
"Hyperspace","Star Control II Soundtrack","I.V.IV.bVII.I"
"Born To Be Wild","Steppenwolf","I.V.IV.bVII.I"
"Cancion Para mi muerte","Sui Generis","I.V.IV.bVII.I"
"Hugo's Melancholic Slalom","The Ashes","I.V.IV.bVII.I"
"A Hard Day's Night","The Beatles","I.V.IV.bVII.I"
"I Am the Walrus","The Beatles","I.V.IV.bVII.I"
"Tomorrow Never Knows","The Beatles","I.V.IV.bVII.I"
"You've Got To Hide Your Love Away","The Beatles","I.V.IV.bVII.I"
"For No One","The Beatles","I.V.IV.bVII.I"
"I Don't Want To Spoil The Party","The Beatles","I.V.IV.bVII.I"
"Lady Madonna","The Beatles","I.V.IV.bVII.I"
"Cry Baby Cry","The Beatles","I.V.IV.bVII.I"
"Little Electric","The Good and the Damned","I.V.IV.bVII.I"
"Lola","The Kinks","I.V.IV.bVII.I"
"My Sharona","The Knack","I.V.IV.bVII.I"
"Hey Beautiful","The Solids","I.V.IV.bVII.I"
"I Want to Be the Boy to Warm Your Mother's Heart","The White Stripes","I.V.IV.bVII.I"
"Fell In Love With A Girl","The White Stripes","I.V.IV.bVII.I"
"Dead Leaves And The Dirty Ground","The White Stripes","I.V.IV.bVII.I"
"Quadrophenia","The Who","I.V.IV.bVII.I"
"I Can See For Miles","The Who","I.V.IV.bVII.I"
"The Way I Feel Inside","The Zombies","I.V.IV.bVII.I"
"Dead","They Might Be Giants","I.V.IV.bVII.I"
"Bee Of The Bird Of The Moth","They Might Be Giants","I.V.IV.bVII.I"
"Why Must I Be Sad","They Might Be Giants","I.V.IV.bVII.I"
"Little Train of Caipira","Villa-Lobos","I.V.IV.bVII.I"
"Space Junk","Wolfgang Gartner","I.V.IV.bVII.I"
"Chinito","Yeng Constantino","I.V.IV.bVII.I"
"The Moon","Yoshihiro Sakaguchi","I.V.IV.bVII.I"
"Vanishing Dream - Lost Dream","ZUN","I.V.IV.bVII.I"
"Cemetery of Onbashira - Grave of Being","ZUN","I.V.IV.bVII.I"
"Faith is for the Transient People","ZUN","I.V.IV.bVII.I"
"The Great Fairy Wars - Fairy Wars","ZUN","I.V.IV.bVII.I"
"3 Libras","A Perfect Circle","I.V.IV.bVII.I"
"Back to the Future Theme","Alan Silvestri","I.V.IV.bVII.I"
"Night at the Museum","Alan Silvestri","I.V.IV.bVII.I"
"Future Retro","Animusic","I.V.IV.bVII.I"
"The Mythos Land","Au5","I.V.IV.bVII.I"
"Mr Meow","Bali Bandits","I.V.IV.bVII.I"
"Something","Beatles","I.V.IV.bVII.I"
"To Love Somebody","Bee Gees","I.V.IV.bVII.I"
"Skyliner","Boards of Canada","I.V.IV.bVII.I"
"Night Moves","Bob Seger","I.V.IV.bVII.I"
"Flyers - Death Parade OP","BRADIO","I.V.IV.bVII.I"
"Butterfly","BTS","I.V.IV.bVII.I"
"Sometimes I make video game music","C418","I.V.IV.bVII.I"
"Sign of the Times","CeeLo","I.V.IV.bVII.I"
"Baba Yetu","Christopher Tin","I.V.IV.bVII.I"
"Fortune Teller","cYsmix","I.V.IV.bVII.I"
"2 Know Good - Teenagerz Remix","DJ Mikesh","I.V.IV.bVII.I"
"Shimmer and Glow","Douglas Firs","I.V.IV.bVII.I"
"Rock And Roll","Eric Hutchinson","I.V.IV.bVII.I"
"Mag Mell Cuckool Mix 2007 - Clannad OP","Eufonius","I.V.IV.bVII.I"
"Paper Bag","Fiona Apple","I.V.IV.bVII.I"
"Milliontown","Frost","I.V.IV.bVII.I"
"Lumiose City","Game Freak","I.V.IV.bVII.I"
"Contest Assembly Hall","Game Freak","I.V.IV.bVII.I"
"Drill Dozer - 3rd Gear","Game Freak","I.V.IV.bVII.I"
"Come Here Daitarn 3","Horimitsu Kazumichi","I.V.IV.bVII.I"
"Aces High","Iron Maiden","I.V.IV.bVII.I"
"Tate Toushou Daimos","Isao Sasaki","I.V.IV.bVII.I"
"Getter Robo","Isao Sasaki","I.V.IV.bVII.I"
"You and I","IU","I.V.IV.bVII.I"
"FX 2 - Option","Jake Kaufman","I.V.IV.bVII.I"
"Shovel Knight - Of Devious Machinations","Jake Kaufman","I.V.IV.bVII.I"
"Code Monkey","Jonathan Coulton","I.V.IV.bVII.I"
"Crash Bandicoot Theme","Josh Mancell","I.V.IV.bVII.I"
"Lights","Journey","I.V.IV.bVII.I"
"Smoke From A Secret Source","Kaipa","I.V.IV.bVII.I"
"Carry On My Wayward Son","Kansas","I.V.IV.bVII.I"
"Space Runaway Ideon - Tales of the Stars","Koichi Sugiyama","I.V.IV.bVII.I"
"Super Mario Bros 3 - Underwater","Koji Kondo","I.V.IV.bVII.I"
"Futari no Mojipittan","Kotoba no Puzzle","I.V.IV.bVII.I"
"Communication Breakdown","Led Zeppelin","I.V.IV.bVII.I"
"The Sims 2 - Bare Bones","Mark Mothersbaugh","I.V.IV.bVII.I"
"California Soul","Marlena Shaw","I.V.IV.bVII.I"
"A Tout le Monde","Megadeth","I.V.IV.bVII.I"
"Thriller","Michael Jackson","I.V.IV.bVII.I"
"Ocean Breathes Salty","Modest Mouse","I.V.IV.bVII.I"
"Typical","Mutemath","I.V.IV.bVII.I"
"Deck of War - Ending","Nathan Ford","I.V.IV.bVII.I"
"Chill Menu Theme","Nathan Ford","I.V.IV.bVII.I"
"Levels","Nick Jonas","I.V.IV.bVII.I"
"In This Twilight","Nine Inch Nails","I.V.IV.bVII.I"
"Champagne Supernova","Oasis","I.V.IV.bVII.I"
"Indian Summer","Ozark Henry","I.V.IV.bVII.I"
"She's A Handsome Woman","Panic At The Disco","I.V.IV.bVII.I"
"Queenie Eye","Paul McCartney","I.V.IV.bVII.I"
"Here Comes The Flood","Peter Gabriel","I.V.IV.bVII.I"
"Nice To Meet You Mr Earthling","PinocchioP","I.V.IV.bVII.I"
"You Got It","Roy Orbison","I.V.IV.bVII.I"
"By-Tor And The Snow Dog","Rush","I.V.IV.bVII.I"
"Working Man","Rush","I.V.IV.bVII.I"
"Black Rock Shooter","ryo","I.V.IV.bVII.I"
"Azure Blue World","Sega","I.V.IV.bVII.I"
"All I Wanna Do","Sheryl Crow","I.V.IV.bVII.I"
"Hiiragi Town School Days - Muv-Luv Extra OST","Shinobu Kajihisa","I.V.IV.bVII.I"
"As I Lay Me Down","Sophie B Hawkins","I.V.IV.bVII.I"
"That's What Friends Do","Spongebob Squarepants","I.V.IV.bVII.I"
"Get What","The Besides","I.V.IV.bVII.I"
"I'll Be There For You","The Rembrants","I.V.IV.bVII.I"
"Young Pilgrims","The Shins","I.V.IV.bVII.I"
"You Don't Know What Love Is","The White Stripes","I.V.IV.bVII.I"
"Black Math","The White Stripes","I.V.IV.bVII.I"
"Don't Let's Start","They Might Be Giants","I.V.IV.bVII.I"
"Determination","Toby Fox","I.V.IV.bVII.I"
"2am","Tomoko Sasaki","I.V.IV.bVII.I"
"Kingdom Hearts","Traverse Town","I.V.IV.bVII.I"
"Gone","U2","I.V.IV.bVII.I"
"All Night Low","Violens","I.V.IV.bVII.I"
"Super Soaker","Wavves","I.V.IV.bVII.I"
"Pony","Wavves","I.V.IV.bVII.I"
"Dreamin","Weezer","I.V.IV.bVII.I"
"Hardware Store","Weird Al Yankovic","I.V.IV.bVII.I"
"Love and War","Wolfgang Gartner","I.V.IV.bVII.I"
"Alright with Me","Wretch 32","I.V.IV.bVII.I"
"Forest Maze","Yoko Shimomura","I.V.IV.bVII.I"
"Stardust Witch Meruru - Meteo Impact","Yukari Tamura","I.V.IV.bVII.I"
"Papercut feat Troye Sivan - Grey Remix","Zedd","I.V.IV.bVII.I"
"Bell of Avici - Infinite Nightmare","ZUN","I.V.IV.bVII.I"
"Catastrophe in Bhava-agra - Wonderful Heaven","ZUN","I.V.IV.bVII.I"
"Touhou 3 - Eastern Mystical Love Consultation","ZUN","I.V.IV.bVII.I"
"Corpse Voyage - Be of Good Cheer","ZUN","I.V.IV.bVII.I"
"Still Hurting","Anna Kendrick","I.V.IV.bVII.I"
"Atlantis","Au5","I.V.IV.bVII.I"
"Night Fever","Bee Gees","I.V.IV.bVII.I"
"Dayresponse","Covesthur","I.V.IV.bVII.I"
"Out Of The Blue","Debbie Gibson","I.V.IV.bVII.I"
"Coming Over ft James Hersey","Dillon Francis and Kygo","I.V.IV.bVII.I"
"Don't Let The Sun Go Down On Me","Elton John","I.V.IV.bVII.I"
"Let It Grow","Eric Clapton","I.V.IV.bVII.I"
"The Heat Is On","Glenn Frey","I.V.IV.bVII.I"
"Mischievous Function - Ochame kinou","Gojimaji-P","I.V.IV.bVII.I"
"What The Forest Taught Me","Hiroki Kikuta","I.V.IV.bVII.I"
"Strike the Earth","Jake Kaufman","I.V.IV.bVII.I"
"Mexico","James Taylor","I.V.IV.bVII.I"
"Castlevania SotN - Dracula's Castle","Michiru Yamane","I.V.IV.bVII.I"
"Acha Cha Karee","Mini Pati","I.V.IV.bVII.I"
"Love Live S2 - Yume no Tobira","Mu's","I.V.IV.bVII.I"
"Funky Freeway","Nathan Ford","I.V.IV.bVII.I"
"For Better Or Worse - Ending","Nathan Ford","I.V.IV.bVII.I"
"Burn The Witch","Radiohead","I.V.IV.bVII.I"
"Kakkoii","Romain Gauthier","I.V.IV.bVII.I"
"Angel Island Act 1","Sega","I.V.IV.bVII.I"
"Sonic Battle - Emerald Town","SEGA","I.V.IV.bVII.I"
"Alison","Slowdive","I.V.IV.bVII.I"
"TATA DoCoMo Signature Tune","Tata DOCOMO","I.V.IV.bVII.I"
"Blue Dahlia","The Gaslight Anthem","I.V.IV.bVII.I"
"Enemy Approaching","Toby Fox","I.V.IV.bVII.I"
"Dating Start","Toby Fox","I.V.IV.bVII.I"
"Reunited","Toby Fox","I.V.IV.bVII.I"
"Rapikamu","Twinklestars","I.V.IV.bVII.I"
"The Place","Xilent","I.V.IV.bVII.I"
"Animation","Xilent","I.V.IV.bVII.I"
"Onigashima in Fairy Land - Missing Power","ZUN","I.V.IV.bVII.I"
"Gensokyo Millenium - History of the Moon","ZUN","I.V.IV.bVII.I"
